playerName,salary,season,,,,,
Chris Kaman,9500000,2008-09,,,,,
James Posey,5585000,2008-09,,,,,
Mike Dunleavy,9000000,2008-09,,,,,
Yao Ming,15070550,2008-09,,,,,
Jarrett Jack,2002623,2008-09,,,,,
Johan Petro,1939893,2008-09,,,,,
Pau Gasol,15106000,2008-09,,,,,
Joe Alexander,2403120,2008-09,,,,,
Sonny Weems,442114,2008-09,,,,,
Antawn Jamison,9923285,2008-09,,,,,
Malik Hairston,351091,2008-09,,,,,
Greg Oden,5011680,2008-09,,,,,
Kobe Bryant,21262500,2008-09,,,,,
Keith Bogans,2565000,2008-09,,,,,
Brandon Bass,826269,2008-09,,,,,
Blake Ahearn,125562,2008-09,,,,,
Mike Bibby,14983603,2008-09,,,,,
Melvin Ely,998398,2008-09,,,,,
Andrew Bogut,6294310,2008-09,,,,,
Dahntay Jones,926678,2008-09,,,,,
Darko Milicic,7020000,2008-09,,,,,
Caron Butler,9249980,2008-09,,,,,
Chris Bosh,14410581,2008-09,,,,,
Luis Scola,3100667,2008-09,,,,,
Channing Frye,3163769,2008-09,,,,,
Rasheed Wallace,13930000,2008-09,,,,,
Kenyon Martin,14431816,2008-09,,,,,
James Jones,4010000,2008-09,,,,,
Steven Hunter,3862600,2008-09,,,,,
Dorell Wright,2612835,2008-09,,,,,
Sebastian Telfair,2300000,2008-09,,,,,
Eddie Gill,387613,2008-09,,,,,
Theo Ratliff,1262275,2008-09,,,,,
Wilson Chandler,1173480,2008-09,,,,,
Al Horford,4026720,2008-09,,,,,
Rudy Fernandez,1084080,2008-09,,,,,
Jared Jeffries,6049400,2008-09,,,,,
Morris Almond,1081440,2008-09,,,,,
J.J. Redick,2139720,2008-09,,,,,
Ricky Davis,2300000,2008-09,,,,,
Matt Bonner,2987000,2008-09,,,,,
Mouhamed Sene,2252400,2008-09,,,,,
Nate Robinson,2020179,2008-09,,,,,
Mikki Moore,5632200,2008-09,,,,,
Tracy McGrady,20370437,2008-09,,,,,
Joe Johnson,14232567,2008-09,,,,,
Kyrylo Fesenko,810000,2008-09,,,,,
John Lucas III,32842,2008-09,,,,,
Peja Stojakovic,12528000,2008-09,,,,,
D.J. White,964080,2008-09,,,,,
Jeff Green,3287640,2008-09,,,,,
Thabo Sefolosha,1931160,2008-09,,,,,
Goran Dragic,1700000,2008-09,,,,,
Anthony Carter,1147533,2008-09,,,,,
Ian Mahinmi,1009200,2008-09,,,,,
Kendrick Perkins,4578880,2008-09,,,,,
Sean May,2661027,2008-09,,,,,
Jorge Garbajosa,4350000,2008-09,,,,,
Dwayne Jones,46812,2008-09,,,,,
Mike Taylor,500000,2008-09,,,,,
Matt Harpring,6000000,2008-09,,,,,
DeSagana Diop,5585000,2008-09,,,,,
Mike Conley,3630480,2008-09,,,,,
LaMarcus Aldridge,4631400,2008-09,,,,,
Jose Calderon,7438018,2008-09,,,,,
Marco Belinelli,1446720,2008-09,,,,,
J.J. Barea,1500000,2008-09,,,,,
Damon Stoudamire,2325000,2008-09,,,,,
Brandon Roy,3084240,2008-09,,,,,
Ben Gordon,6404750,2008-09,,,,,
Carmelo Anthony,14410581,2008-09,,,,,
Hilton Armstrong,2032800,2008-09,,,,,
Marreese Speights,1542600,2008-09,,,,,
C.J. Miles,3700000,2008-09,,,,,
Calvin Booth,1319651,2008-09,,,,,
Sergio Rodriguez,1048800,2008-09,,,,,
Vladimir Radmanovic,6049400,2008-09,,,,,
Jermaine O'Neal,21372000,2008-09,,,,,
Anthony Roberson,797581,2008-09,,,,,
Larry Hughes,12827676,2008-09,,,,,
Rodney Stuckey,1687320,2008-09,,,,,
Kareem Rush,926678,2008-09,,,,,
Marvin Williams,5636143,2008-09,,,,,
Solomon Jones,797581,2008-09,,,,,
Shelden Williams,3395760,2008-09,,,,,
Kevin Love,3163680,2008-09,,,,,
Brent Barry,1910000,2008-09,,,,,
Cartier Martin,200252,2008-09,,,,,
J.R. Smith,4985001,2008-09,,,,,
Jerry Stackhouse,7000000,2008-09,,,,,
Joel Przybilla,6310150,2008-09,,,,,
Travis Outlaw,4000000,2008-09,,,,,
Roger Mason,3500000,2008-09,,,,,
Antoine Walker,8854475,2008-09,,,,,
Acie Law,2071680,2008-09,,,,,
Walter Herrmann,2000000,2008-09,,,,,
Kosta Koufos,1129320,2008-09,,,,,
Lou Amundson,797581,2008-09,,,,,
Kevin Ollie,1262275,2008-09,,,,,
Quincy Douby,1427040,2008-09,,,,,
Mark Madsen,2630000,2008-09,,,,,
Cheikh Samb,797581,2008-09,,,,,
Walter Sharpe,442114,2008-09,,,,,
Sean Marks,1141838,2008-09,,,,,
Chuck Hayes,1768000,2008-09,,,,,
JaVale McGee,1392240,2008-09,,,,,
Danny Granger,2329805,2008-09,,,,,
Gerald Wallace,9500000,2008-09,,,,,
Rodney Carney,1655760,2008-09,,,,,
Rasual Butler,3630000,2008-09,,,,,
Brian Scalabrine,3206897,2008-09,,,,,
Steven Hill,148238,2008-09,,,,,
Ronald Murray,1500000,2008-09,,,,,
Sasha Pavlovic,4500000,2008-09,,,,,
Shaun Livingston,370000,2008-09,,,,,
Chris Duhon,5585000,2008-09,,,,,
Eric Snow,7312500,2008-09,,,,,
Rashard Lewis,16447871,2008-09,,,,,
Speedy Claxton,5757818,2008-09,,,,,
Ryan Bowen,1141838,2008-09,,,,,
Jerryd Bayless,1993560,2008-09,,,,,
Daniel Gibson,3700000,2008-09,,,,,
Marcus Camby,10000000,2008-09,,,,,
Stromile Swift,6200000,2008-09,,,,,
Adrian Griffin,1711000,2008-09,,,,,
Adonal Foyle,6800000,2008-09,,,,,
Courtney Lee,1176240,2008-09,,,,,
Danilo Gallinari,2873520,2008-09,,,,,
Kenny Thomas,8562500,2008-09,,,,,
Tarence Kinsey,797581,2008-09,,,,,
Anthony Tolliver,187248,2008-09,,,,,
C.J. Watson,711517,2008-09,,,,,
Jason Kidd,21372000,2008-09,,,,,
Willie Green,3388000,2008-09,,,,,
Dominic McGuire,711517,2008-09,,,,,
Roko Ukic,1250000,2008-09,,,,,
Thaddeus Young,1968120,2008-09,,,,,
Spencer Hawes,2180760,2008-09,,,,,
T.J. Ford,8000000,2008-09,,,,,
Samuel Dalembert,11238564,2008-09,,,,,
Andris Biedrins,9000000,2008-09,,,,,
Adonal Foyle,1262275,2008-09,,,,,
Luol Deng,9385000,2008-09,,,,,
Jason Maxiell,1877572,2008-09,,,,,
Andray Blatche,2739669,2008-09,,,,,
Brook Lopez,2098560,2008-09,,,,,
Michael Beasley,4314960,2008-09,,,,,
Anthony Parker,4550000,2008-09,,,,,
Greg Buckner,4010005,2008-09,,,,,
Von Wafer,826269,2008-09,,,,,
Boris Diaw,9000000,2008-09,,,,,
Anthony Randolph,1709280,2008-09,,,,,
Trey Johnson,187258,2008-09,,,,,
Anthony Tolliver,26007,2008-09,,,,,
Udonis Haslem,6575000,2008-09,,,,,
Arron Afflalo,1015440,2008-09,,,,,
Ronny Turiaf,4500000,2008-09,,,,,
Brad Miller,11375000,2008-09,,,,,
Antoine Wright,1800000,2008-09,,,,,
Roy Hibbert,1465400,2008-09,,,,,
Derrick Rose,4822800,2008-09,,,,,
Tayshaun Prince,9500000,2008-09,,,,,
Mickael Pietrus,5300000,2008-09,,,,,
Jamario Moon,711517,2008-09,,,,,
Shane Battier,6448900,2008-09,,,,,
Manu Ginobili,9905248,2008-09,,,,,
Francisco Garcia,1983454,2008-09,,,,,
Joakim Noah,2295480,2008-09,,,,,
Jordan Farmar,1080000,2008-09,,,,,
Travis Diener,1620000,2008-09,,,,,
Alexis Ajinca,1276320,2008-09,,,,,
Joe Smith,4795000,2008-09,,,,,
Marcus Banks,4260000,2008-09,,,,,
Courtney Sims,184648,2008-09,,,,,
Troy Murphy,10126984,2008-09,,,,,
Cuttino Mobley,9100000,2008-09,,,,,
Eric Gordon,2623200,2008-09,,,,,
Kwame Brown,4000000,2008-09,,,,,
Mike Wilks,998398,2008-09,,,,,
Paul Millsap,797581,2008-09,,,,,
Kevin Garnett,24751934,2008-09,,,,,
Chris Wilcox,6750000,2008-09,,,,,
Carl Landry,3000000,2008-09,,,,,
Jason Thompson,1893840,2008-09,,,,,
Randolph Morris,797581,2008-09,,,,,
Julian Wright,1869600,2008-09,,,,,
Linton Johnson,125374,2008-09,,,,,
Hassan Adams,297163,2008-09,,,,,
Drew Gooden,7151183,2008-09,,,,,
Antonio Daniels,6200000,2008-09,,,,,
Delonte West,3850000,2008-09,,,,,
Henry Walker,542114,2008-09,,,,,
Russell Westbrook,3493680,2008-09,,,,,
Kevin Martin,8760335,2008-09,,,,,
Javaris Crittenton,1381560,2008-09,,,,,
Ray Allen,18388430,2008-09,,,,,
Dee Brown,184157,2008-09,,,,,
Anderson Varejao,5784480,2008-09,,,,,
Brendan Haywood,5500000,2008-09,,,,,
Marko Jaric,6575000,2008-09,,,,,
Reggie Evans,4640000,2008-09,,,,,
Maceo Baston,2272860,2008-09,,,,,
Joey Graham,2449184,2008-09,,,,,
Dwight Howard,13758000,2008-09,,,,,
Dee Brown,54410,2008-09,,,,,
Mike James,6244093,2008-09,,,,,
Jarron Collins,2074302,2008-09,,,,,
Rafer Alston,4900000,2008-09,,,,,
Amar'e Stoudemire,15070550,2008-09,,,,,
Stephen Jackson,7140000,2008-09,,,,,
Tim Thomas,6049400,2008-09,,,,,
Donte Greene,971160,2008-09,,,,,
Bobby Simmons,10602667,2008-09,,,,,
Tim Duncan,20598704,2008-09,,,,,
Lamar Odom,14148596,2008-09,,,,,
Michael Ruffin,1141838,2008-09,,,,,
Paul Pierce,18077903,2008-09,,,,,
Carlos Boozer,11593817,2008-09,,,,,
Richard Jefferson,13200000,2008-09,,,,,
Mehmet Okur,8500000,2008-09,,,,,
Charlie Villanueva,3448050,2008-09,,,,,
Marc Gasol,3093333,2008-09,,,,,
Jackie Butler,2552000,2008-09,,,,,
Will Solomon,711517,2008-09,,,,,
Brian Skinner,1262275,2008-09,,,,,
D.J. Augustin,2208960,2008-09,,,,,
Chris Quinn,972581,2008-09,,,,,
Brandan Wright,2497320,2008-09,,,,,
Yi Jianlian,2986080,2008-09,,,,,
Allen Iverson,20840625,2008-09,,,,,
Richard Hamilton,10812500,2008-09,,,,,
Malik Rose,7647500,2008-09,,,,,
Ronnie Brewer,1834680,2008-09,,,,,
Anthony Johnson,1910000,2008-09,,,,,
Andre Miller,10333334,2008-09,,,,,
Devean George,1600000,2008-09,,,,,
Andrea Bargnani,5176440,2008-09,,,,,
Ramon Sessions,722517,2008-09,,,,,
Jason Richardson,12222221,2008-09,,,,,
Andrew Bynum,2769300,2008-09,,,,,
Shawn Marion,17810000,2008-09,,,,,
Darrell Arthur,977160,2008-09,,,,,
Corey Maggette,8275862,2008-09,,,,,
Sasha Vujacic,4524887,2008-09,,,,,
Kyle Weaver,806452,2008-09,,,,,
Jamaal Tinsley,6750000,2008-09,,,,,
Jason Hart,2484000,2008-09,,,,,
Rob Kurz,429111,2008-09,,,,,
Andrei Kirilenko,15106000,2008-09,,,,,
Martell Webster,3771133,2008-09,,,,,
Devin Harris,7800000,2008-09,,,,,
Rajon Rondo,1315080,2008-09,,,,,
Kyle Lowry,1163520,2008-09,,,,,
Justin Reed,1573000,2008-09,,,,,
Aaron Brooks,1045560,2008-09,,,,,
Raef LaFrentz,12722500,2008-09,,,,,
Glen Davis,711517,2008-09,,,,,
Nick Collison,6350000,2008-09,,,,,
Josh McRoberts,711517,2008-09,,,,,
Andre Brown,107908,2008-09,,,,,
Josh Smith,10000000,2008-09,,,,,
Derek Fisher,4700000,2008-09,,,,,
Jason Williams,1262275,2008-09,,,,,
Jeff Foster,5500000,2008-09,,,,,
Dikembe Mutombo,794491,2008-09,,,,,
Vince Carter,14724125,2008-09,,,,,
Thomas Gardner,711517,2008-09,,,,,
Eddie Jones,2000000,2008-09,,,,,
Tyrus Thomas,3749880,2008-09,,,,,
Randy Foye,2815560,2008-09,,,,,
J.J. Hickson,1329480,2008-09,,,,,
Nathan Jawai,442114,2008-09,,,,,
Chris Andersen,998398,2008-09,,,,,
Jacque Vaughn,1262275,2008-09,,,,,
Bobby Brown,442114,2008-09,,,,,
Ryan Anderson,1225200,2008-09,,,,,
Lou Williams,4500000,2008-09,,,,,
Adam Morrison,4159200,2008-09,,,,,
Sean Williams,1522920,2008-09,,,,,
Brevin Knight,2000000,2008-09,,,,,
Gilbert Arenas,14653466,2008-09,,,,,
Nene,9680000,2008-09,,,,,
Jarvis Hayes,1910000,2008-09,,,,,
Zydrunas Ilgauskas,10841615,2008-09,,,,,
Shavlik Randolph,826269,2008-09,,,,,
Charlie Bell,3354480,2008-09,,,,,
O.J. Mayo,3875040,2008-09,,,,,
Juwan Howard,7375500,2008-09,,,,,
Brian Cook,3500000,2008-09,,,,,
Jake Voskuhl,826153,2008-09,,,,,
Jason Smith,1326360,2008-09,,,,,
Patrick O'Bryant,1500000,2008-09,,,,,
Eddie House,2650000,2008-09,,,,,
Sun Yue,442114,2008-09,,,,,
Leon Powe,797581,2008-09,,,,,
Paul Davis,328416,2008-09,,,,,
Alando Tucker,1001880,2008-09,,,,,
DeAndre Jordan,550000,2008-09,,,,,
Yakhouba Diawara,875000,2008-09,,,,,
Juwan Howard,928143,2008-09,,,,,
Cedric Simmons,1742760,2008-09,,,,,
Nenad Krstic,4778548,2008-09,,,,,
Gerald Green,854957,2008-09,,,,,
Ronnie Price,1188000,2008-09,,,,,
Brandon Rush,1799160,2008-09,,,,,
Wally Szczerbiak,13775000,2008-09,,,,,
Anthony Morrow,442114,2008-09,,,,,
Sean Singletary,442114,2008-09,,,,,
Quinton Ross,854957,2008-09,,,,,
Aaron Gray,711517,2008-09,,,,,
Dirk Nowitzki,18077904,2008-09,,,,,
Juwan Howard,51976,2008-09,,,,,
Darius Songaila,4235000,2008-09,,,,,
Grant Hill,1976400,2008-09,,,,,
Maurice Ager,1042440,2008-09,,,,,
Lindsey Hunter,1143473,2008-09,,,,,
Desmon Farmer,83708,2008-09,,,,,
Oleksiy Pecherov,1446720,2008-09,,,,,
Rashad McCants,2620126,2008-09,,,,,
Tyronn Lue,2250000,2008-09,,,,,
Matt Barnes,926678,2008-09,,,,,
Matt Carroll,5050000,2008-09,,,,,
Kevin Durant,4484040,2008-09,,,,,
Smush Parker,1660000,2008-09,,,,,
Jawad Williams,244463,2008-09,,,,,
Metta World Peace,7400000,2008-09,,,,,
Francisco Elson,1700000,2008-09,,,,,
Rasho Nesterovic,8400000,2008-09,,,,,
Tyson Chandler,11350000,2008-09,,,,,
Darius Miles,9000000,2008-09,,,,,
Jerome James,6200000,2008-09,,,,,
Al Harrington,9226250,2008-09,,,,,
Stephen Graham,826269,2008-09,,,,,
Raymond Felton,4148716,2008-09,,,,,
David Lee,1788033,2008-09,,,,,
Leandro Barbosa,6100000,2008-09,,,,,
Tony Allen,2500000,2008-09,,,,,
Royal Ivey,854957,2008-09,,,,,
Kurt Thomas,4200000,2008-09,,,,,
Ime Udoka,1080000,2008-09,,,,,
Daequan Cook,1273200,2008-09,,,,,
Keyon Dooling,3300000,2008-09,,,,,
Andres Nocioni,8000000,2008-09,,,,,
Josh Boone,1212120,2008-09,,,,,
Earl Watson,6200000,2008-09,,,,,
Othello Hunter,442114,2008-09,,,,,
John Salmons,5104000,2008-09,,,,,
Marcin Gortat,711517,2008-09,,,,,
Jamal Crawford,8640000,2008-09,,,,,
Chris Paul,4574189,2008-09,,,,,
Darius Miles,704752,2008-09,,,,,
Kelenna Azubuike,2900000,2008-09,,,,,
Zaza Pachulia,4000000,2008-09,,,,,
Damon Jones,4460186,2008-09,,,,,
Hakim Warrick,2119102,2008-09,,,,,
Jason Collins,6200000,2008-09,,,,,
Keith McLeod,926678,2008-09,,,,,
Bobby Jackson,6487888,2008-09,,,,,
Luther Head,1962378,2008-09,,,,,
Will Bynum,711517,2008-09,,,,,
Eduardo Najera,3250000,2008-09,,,,,
Steve Blake,4250000,2008-09,,,,,
Ike Diogu,2912823,2008-09,,,,,
Jared Dudley,1222320,2008-09,,,,,
Steve Nash,12250000,2008-09,,,,,
Jason Kapono,5784480,2008-09,,,,,
Marquis Daniels,6864200,2008-09,,,,,
Devin Brown,998398,2008-09,,,,,
Hamed Haddadi,1572221,2008-09,,,,,
DeMarcus Nelson,182047,2008-09,,,,,
Mario Chalmers,700000,2008-09,,,,,
Mark Blount,8513916,2008-09,,,,,
Darnell Jackson,450000,2008-09,,,,,
Austin Croshere,527185,2008-09,,,,,
Morris Peterson,5592240,2008-09,,,,,
Demetris Nichols,87893,2008-09,,,,,
Kris Humphries,3200000,2008-09,,,,,
Nicolas Batum,1040640,2008-09,,,,,
Fabricio Oberto,3600000,2008-09,,,,,
Nick Young,1602960,2008-09,,,,,
Kyle Korver,4400000,2007-08,,,,,
Trenton Hassell,4350000,2007-08,,,,,
Fred Jones,3300000,2007-08,,,,,
Renaldo Balkman,1280640,2007-08,,,,,
Linas Kleiza,1011360,2007-08,,,,,
Dan Gadzuric,5751130,2007-08,,,,,
Michael Finley,3103000,2007-08,,,,,
Luke Walton,4000000,2007-08,,,,,
Amir Johnson,3666666,2007-08,,,,,
Chauncey Billups,10000000,2007-08,,,,,
Antonio McDyess,6373900,2007-08,,,,,
Damien Wilkins,2900000,2007-08,,,,,
Andre Iguodala,2804889,2007-08,,,,,
Shannon Brown,1044120,2007-08,,,,,
Trevor Ariza,3100000,2007-08,,,,,
Jason Terry,8898000,2007-08,,,,,
Michael Redd,14520000,2007-08,,,,,
Eddy Curry,8947543,2007-08,,,,,
Brian Cardinal,5850000,2007-08,,,,,
Chucky Atkins,3000000,2007-08,,,,,
Gabe Pruitt,650000,2007-08,,,,,
D.J. Mbenga,1800000,2007-08,,,,,
Monta Ellis,770610,2007-08,,,,,
Mario West,427163,2007-08,,,,,
Vassilis Spanoulis,1944000,2007-08,,,,,
Josh Childress,3631449,2007-08,,,,,
Jeremy Richardson,511295,2007-08,,,,,
Emeka Okafor,5427307,2007-08,,,,,
Erick Dampier,10590500,2007-08,,,,,
DeShawn Stevenson,1033930,2007-08,,,,,
Baron Davis,16440000,2007-08,,,,,
Shawne Williams,1470360,2007-08,,,,,
Deron Williams,4010640,2007-08,,,,,
Josh Howard,9000000,2007-08,,,,,
Primoz Brezec,2750000,2007-08,,,,,
Desmond Mason,5000000,2007-08,,,,,
Bruce Bowen,4125000,2007-08,,,,,
D.J. Mbenga,434091,2007-08,,,,,
Al Thornton,1652280,2007-08,,,,,
Dan Dickau,2990028,2007-08,,,,,
Kosta Perovic,1800000,2007-08,,,,,
David Noel,687456,2007-08,,,,,
Jeremy Richardson,253499,2007-08,,,,,
Andre Owens,687456,2007-08,,,,,
Malik Allen,998398,2007-08,,,,,
Luke Jackson,279415,2007-08,,,,,
Steve Novak,687456,2007-08,,,,,
Jamaal Magloire,4000000,2007-08,,,,,
LeBron James,13041250,2007-08,,,,,
David West,10650000,2007-08,,,,,
Josh Powell,800000,2007-08,,,,,
Tony Parker,10500000,2007-08,,,,,
Mo Williams,7750000,2007-08,,,,,
D.J. Mbenga,249478,2007-08,,,,,
Beno Udrih,1747096,2007-08,,,,,
Luke Ridnour,6500000,2007-08,,,,,
Dan Dickau,926678,2007-08,,,,,
Zach Randolph,13333333,2007-08,,,,,
Jameer Nelson,1961609,2007-08,,,,,
Stephon Marbury,19012500,2007-08,,,,,
Raja Bell,4750000,2007-08,,,,,
Justin Williams,862456,2007-08,,,,,
Robert Swift,2601113,2007-08,,,,,
Jeremy Richardson,85932,2007-08,,,,,
Rudy Gay,2411160,2007-08,,,,,
Corey Brewer,2535720,2007-08,,,,,
Craig Smith,687456,2007-08,,,,,
Ryan Gomes,770610,2007-08,,,,,
Tony Battie,5200000,2007-08,,,,,
Marcus Williams,1180200,2007-08,,,,,
Juan Dixon,2550000,2007-08,,,,,
Beno Udrih,788349,2007-08,,,,,
Mardy Collins,967320,2007-08,,,,,
Alonzo Mourning,2762500,2007-08,,,,,
Etan Thomas,6373900,2007-08,,,,,
Maurice Evans,1740000,2007-08,,,,,
Chris Mihm,2500000,2007-08,,,,,
Jermareo Davidson,427163,2007-08,,,,,
Chris Kaman,8600000,2007-08,,,,,
James Posey,3206000,2007-08,,,,,
Mike Dunleavy,8219008,2007-08,,,,,
Yao Ming,13762775,2007-08,,,,,
Jarrett Jack,1217400,2007-08,,,,,
Johan Petro,1077120,2007-08,,,,,
Ricky Davis,6819000,2007-08,,,,,
Darius Washington,154847,2007-08,,,,,
Pau Gasol,13735000,2007-08,,,,,
Bo Outlaw,160071,2007-08,,,,,
Tracy McGrady,19014187,2007-08,,,,,
Antawn Jamison,16360094,2007-08,,,,,
Greg Oden,4662000,2007-08,,,,,
Kobe Bryant,19490625,2007-08,,,,,
Keith Bogans,2440000,2007-08,,,,,
Brandon Bass,770610,2007-08,,,,,
Mike Bibby,13500000,2007-08,,,,,
Melvin Ely,895341,2007-08,,,,,
Andrew Bogut,4991520,2007-08,,,,,
Dahntay Jones,753767,2007-08,,,,,
Darko Milicic,6500000,2007-08,,,,,
Caron Butler,8218990,2007-08,,,,,
Chris Bosh,12455000,2007-08,,,,,
Coby Karl,427163,2007-08,,,,,
Luis Scola,2910000,2007-08,,,,,
Channing Frye,2487240,2007-08,,,,,
Kaniel Dickens,264897,2007-08,,,,,
Rasheed Wallace,12540000,2007-08,,,,,
Kenyon Martin,13250000,2007-08,,,,,
James Jones,2900000,2007-08,,,,,
Steven Hunter,3248000,2007-08,,,,,
Dorell Wright,2040746,2007-08,,,,,
Sebastian Telfair,2562426,2007-08,,,,,
Eddie Gill,151089,2007-08,,,,,
Theo Ratliff,11666666,2007-08,,,,,
Wilson Chandler,1091640,2007-08,,,,,
Marcus Williams,12890,2007-08,,,,,
Al Horford,3745800,2007-08,,,,,
Jared Jeffries,5632200,2007-08,,,,,
Morris Almond,1005960,2007-08,,,,,
J.J. Redick,2000160,2007-08,,,,,
JamesOn Curry,427163,2007-08,,,,,
Matt Bonner,2678000,2007-08,,,,,
Mouhamed Sene,2105520,2007-08,,,,,
Nate Robinson,1268160,2007-08,,,,,
Mikki Moore,5356000,2007-08,,,,,
Joe Johnson,13488377,2007-08,,,,,
Kyrylo Fesenko,750000,2007-08,,,,,
Darrell Armstrong,1219590,2007-08,,,,,
Peja Stojakovic,11664000,2007-08,,,,,
Jeff Green,3058200,2007-08,,,,,
Thabo Sefolosha,1805160,2007-08,,,,,
Anthony Carter,1103225,2007-08,,,,,
Ian Mahinmi,938760,2007-08,,,,,
Kendrick Perkins,4480912,2007-08,,,,,
Sean May,1862160,2007-08,,,,,
Damon Stoudamire,4350000,2007-08,,,,,
Jorge Garbajosa,4000000,2007-08,,,,,
Dwayne Jones,770610,2007-08,,,,,
Marcus Vinicius,687456,2007-08,,,,,
Matt Harpring,6000000,2007-08,,,,,
Mustafa Shakur,5450,2007-08,,,,,
DeSagana Diop,2146000,2007-08,,,,,
Mike Conley,3377160,2007-08,,,,,
LaMarcus Aldridge,4329360,2007-08,,,,,
Jose Calderon,2471604,2007-08,,,,,
Marco Belinelli,1345800,2007-08,,,,,
J.J. Barea,687456,2007-08,,,,,
Damon Stoudamire,556438,2007-08,,,,,
Brandon Roy,2883120,2007-08,,,,,
Taurean Green,427163,2007-08,,,,,
Ben Gordon,4881669,2007-08,,,,,
Carmelo Anthony,13041250,2007-08,,,,,
Hilton Armstrong,1900200,2007-08,,,,,
Eric Piatkowski,1219590,2007-08,,,,,
C.J. Miles,770610,2007-08,,,,,
Calvin Booth,1103225,2007-08,,,,,
Sergio Rodriguez,817000,2007-08,,,,,
Nick Fazekas,427163,2007-08,,,,,
Vladimir Radmanovic,5632200,2007-08,,,,,
Jermaine O'Neal,19728000,2007-08,,,,,
Larry Hughes,12000084,2007-08,,,,,
Rodney Stuckey,1569600,2007-08,,,,,
Kareem Rush,854957,2007-08,,,,,
Marvin Williams,4466040,2007-08,,,,,
Solomon Jones,729000,2007-08,,,,,
Shelden Williams,3174240,2007-08,,,,,
Brent Barry,5544370,2007-08,,,,,
J.R. Smith,2134067,2007-08,,,,,
Jerry Stackhouse,6750000,2007-08,,,,,
Joel Przybilla,5762575,2007-08,,,,,
Travis Outlaw,4000000,2007-08,,,,,
Roger Mason,798328,2007-08,,,,,
Antoine Walker,8329640,2007-08,,,,,
Walter Herrmann,1944000,2007-08,,,,,
Lou Amundson,687456,2007-08,,,,,
Kevin Ollie,3441900,2007-08,,,,,
Quincy Douby,1333920,2007-08,,,,,
Mark Madsen,2420000,2007-08,,,,,
Cheikh Samb,427163,2007-08,,,,,
Sean Marks,1033930,2007-08,,,,,
Earl Barron,973328,2007-08,,,,,
Chuck Hayes,1750000,2007-08,,,,,
Danny Granger,1516800,2007-08,,,,,
Mickael Gelabale,802000,2007-08,,,,,
Gerald Wallace,9500000,2007-08,,,,,
Rodney Carney,1547760,2007-08,,,,,
Rasual Butler,3315000,2007-08,,,,,
Acie Law,1927080,2007-08,,,,,
Brian Scalabrine,3000000,2007-08,,,,,
Ronald Murray,1890000,2007-08,,,,,
Adonal Foyle,8937500,2007-08,,,,,
Sasha Pavlovic,4250000,2007-08,,,,,
Shaun Livingston,4404629,2007-08,,,,,
Chris Duhon,3248000,2007-08,,,,,
Juan Carlos Navarro,538090,2007-08,,,,,
Eric Snow,6703125,2007-08,,,,,
Rashard Lewis,14880000,2007-08,,,,,
Darryl Watkins,109461,2007-08,,,,,
Chris Richard,427163,2007-08,,,,,
Speedy Claxton,6306182,2007-08,,,,,
Ryan Bowen,1033930,2007-08,,,,,
Daniel Gibson,687456,2007-08,,,,,
Marcus Camby,11250000,2007-08,,,,,
DerMarr Johnson,42203,2007-08,,,,,
Stromile Swift,5800000,2007-08,,,,,
Adrian Griffin,1593000,2007-08,,,,,
Adonal Foyle,1219590,2007-08,,,,,
Earl Boykins,533572,2007-08,,,,,
David Harrison,1734316,2007-08,,,,,
Greg Buckner,3750000,2007-08,,,,,
Kenny Thomas,7875000,2007-08,,,,,
Tarence Kinsey,219533,2007-08,,,,,
Salim Stoudamire,783000,2007-08,,,,,
C.J. Watson,125479,2007-08,,,,,
Jason Kidd,19728000,2007-08,,,,,
Willie Green,3094000,2007-08,,,,,
Thaddeus Young,1830720,2007-08,,,,,
Spencer Hawes,2028600,2007-08,,,,,
T.J. Ford,8000000,2007-08,,,,,
Samuel Dalembert,10250000,2007-08,,,,,
Andris Biedrins,2636696,2007-08,,,,,
Luol Deng,3320339,2007-08,,,,,
Jason Maxiell,1041360,2007-08,,,,,
Andray Blatche,2470000,2007-08,,,,,
Alvin Williams,4516484,2007-08,,,,,
Anthony Parker,4350000,2007-08,,,,,
Greg Buckner,2080000,2007-08,,,,,
Von Wafer,770610,2007-08,,,,,
Boris Diaw,9000000,2007-08,,,,,
Udonis Haslem,6050000,2007-08,,,,,
Arron Afflalo,944520,2007-08,,,,,
Ronny Turiaf,770610,2007-08,,,,,
Dominic McGuire,427163,2007-08,,,,,
Brad Miller,10500000,2007-08,,,,,
Antoine Wright,1680600,2007-08,,,,,
Bobby Jones,687456,2007-08,,,,,
Ira Newble,3441900,2007-08,,,,,
Tayshaun Prince,8675620,2007-08,,,,,
Mickael Pietrus,3470770,2007-08,,,,,
Jamario Moon,427163,2007-08,,,,,
Shane Battier,5883600,2007-08,,,,,
Manu Ginobili,9079811,2007-08,,,,,
Francisco Garcia,1168800,2007-08,,,,,
Michael Doleac,3120000,2007-08,,,,,
Joakim Noah,2135400,2007-08,,,,,
Jordan Farmar,1009560,2007-08,,,,,
Bostjan Nachbar,2500000,2007-08,,,,,
Mike Wilks,162281,2007-08,,,,,
Robert Horry,3630000,2007-08,,,,,
Travis Diener,1500000,2007-08,,,,,
Bobby Jones,85932,2007-08,,,,,
Clifford Robinson,500000,2007-08,,,,,
