playerName,salary,season,,,,,
Joe Smith,5200000,2007-08,,,,,
Jeff McInnis,1219590,2007-08,,,,,
Marcus Banks,3966207,2007-08,,,,,
Courtney Sims,112130,2007-08,,,,,
Aaron McKie,7000000,2007-08,,,,,
Troy Murphy,9206349,2007-08,,,,,
Cuttino Mobley,8350000,2007-08,,,,,
Carlos Delfino,1868141,2007-08,,,,,
Kwame Brown,9075000,2007-08,,,,,
Mike Wilks,67151,2007-08,,,,,
Paul Millsap,687456,2007-08,,,,,
Kevin Garnett,23750000,2007-08,,,,,
Chris Wilcox,6500000,2007-08,,,,,
Carl Landry,427163,2007-08,,,,,
Randolph Morris,810000,2007-08,,,,,
Julian Wright,1739160,2007-08,,,,,
Linton Johnson,283953,2007-08,,,,,
Drew Gooden,6453416,2007-08,,,,,
Antonio Daniels,5800000,2007-08,,,,,
Aaron McKie,750000,2007-08,,,,,
Delonte West,1889760,2007-08,,,,,
Kirk Snyder,2358433,2007-08,,,,,
Kevin Martin,1808121,2007-08,,,,,
Javaris Crittenton,1285200,2007-08,,,,,
Ray Allen,16000000,2007-08,,,,,
Keith Langford,272316,2007-08,,,,,
Chris Webber,19000000,2007-08,,,,,
Othella Harrington,2376000,2007-08,,,,,
Anderson Varejao,5356000,2007-08,,,,,
Brendan Haywood,5000000,2007-08,,,,,
Bonzi Wells,2284200,2007-08,,,,,
Marko Jaric,6050000,2007-08,,,,,
Jannero Pargo,1830000,2007-08,,,,,
Reggie Evans,4320000,2007-08,,,,,
Maceo Baston,1830000,2007-08,,,,,
Joey Graham,1596600,2007-08,,,,,
Dwight Howard,6061274,2007-08,,,,,
Chris Webber,602173,2007-08,,,,,
Mike James,5632200,2007-08,,,,,
Jarron Collins,2350000,2007-08,,,,,
Rafer Alston,4550000,2007-08,,,,,
Amar'e Stoudemire,13762775,2007-08,,,,,
Stephen Jackson,6630000,2007-08,,,,,
Tim Thomas,5632200,2007-08,,,,,
Bobby Simmons,9280000,2007-08,,,,,
Tim Duncan,19014188,2007-08,,,,,
Lamar Odom,13248596,2007-08,,,,,
Carlos Arroyo,4100000,2007-08,,,,,
Troy Hudson,5953000,2007-08,,,,,
Michael Ruffin,1033930,2007-08,,,,,
Paul Pierce,16360094,2007-08,,,,,
Carlos Boozer,11260483,2007-08,,,,,
Richard Jefferson,12200000,2007-08,,,,,
Mehmet Okur,8500000,2007-08,,,,,
Charlie Villanueva,2715000,2007-08,,,,,
Pat Garrity,3818750,2007-08,,,,,
Jackie Butler,2350000,2007-08,,,,,
Brian Skinner,1108718,2007-08,,,,,
Bernard Robinson,1080000,2007-08,,,,,
Chris Quinn,687456,2007-08,,,,,
Brandan Wright,2323080,2007-08,,,,,
Yi Jianlian,2777760,2007-08,,,,,
Troy Hudson,1219590,2007-08,,,,,
Ruben Patterson,304897,2007-08,,,,,
Allen Iverson,19012500,2007-08,,,,,
Richard Hamilton,10000000,2007-08,,,,,
Malik Rose,7101250,2007-08,,,,,
Ronnie Brewer,1715040,2007-08,,,,,
Anthony Johnson,2860000,2007-08,,,,,
Andre Miller,9366666,2007-08,,,,,
Devean George,2369111,2007-08,,,,,
Andrea Bargnani,4838880,2007-08,,,,,
Jelani McCoy,151089,2007-08,,,,,
Ramon Sessions,427163,2007-08,,,,,
Jason Richardson,11111110,2007-08,,,,,
Andrew Bynum,2172000,2007-08,,,,,
Shawn Marion,16440000,2007-08,,,,,
Corey Maggette,7000000,2007-08,,,,,
Sasha Vujacic,1756951,2007-08,,,,,
Richie Frahm,623694,2007-08,,,,,
Jamaal Tinsley,6300000,2007-08,,,,,
Jason Hart,2300000,2007-08,,,,,
Derek Fisher,6373900,2007-08,,,,,
Andrei Kirilenko,13735000,2007-08,,,,,
Martell Webster,2974080,2007-08,,,,,
Devin Harris,3995003,2007-08,,,,,
Rajon Rondo,1229280,2007-08,,,,,
Kyle Lowry,1087680,2007-08,,,,,
Justin Reed,1436500,2007-08,,,,,
Aaron Brooks,972720,2007-08,,,,,
Glen Davis,427163,2007-08,,,,,
Nick Collison,5750000,2007-08,,,,,
Josh McRoberts,427163,2007-08,,,,,
Andre Brown,711517,2007-08,,,,,
Josh Smith,2243543,2007-08,,,,,
Derek Fisher,4350000,2007-08,,,,,
Ronald Dupree,826046,2007-08,,,,,
Jason Williams,8937500,2007-08,,,,,
Jeff Foster,5500000,2007-08,,,,,
Dikembe Mutombo,1219590,2007-08,,,,,
Vince Carter,13320000,2007-08,,,,,
Juwan Howard,6883800,2007-08,,,,,
Thomas Gardner,101451,2007-08,,,,,
Raef LaFrentz,12440787,2007-08,,,,,
Eddie Jones,1830000,2007-08,,,,,
Bob Sura,3840000,2007-08,,,,,
Tyrus Thomas,3505320,2007-08,,,,,
Randy Foye,2631840,2007-08,,,,,
Jacque Vaughn,1219950,2007-08,,,,,
Lou Williams,770610,2007-08,,,,,
Adam Morrison,3887880,2007-08,,,,,
Sean Williams,1416600,2007-08,,,,,
Brevin Knight,1600000,2007-08,,,,,
Gilbert Arenas,11950400,2007-08,,,,,
Nene,8840000,2007-08,,,,,
Jarvis Hayes,1200000,2007-08,,,,,
Zydrunas Ilgauskas,10142156,2007-08,,,,,
Shavlik Randolph,1080000,2007-08,,,,,
Charlie Bell,3100000,2007-08,,,,,
Juwan Howard,1211197,2007-08,,,,,
Brian Cook,3500000,2007-08,,,,,
Darrick Martin,1219590,2007-08,,,,,
Jerome Williams,7639400,2007-08,,,,,
Jake Voskuhl,3000000,2007-08,,,,,
Jason Smith,1233840,2007-08,,,,,
Patrick O'Bryant,2216400,2007-08,,,,,
Eddie House,1500000,2007-08,,,,,
Leon Powe,687456,2007-08,,,,,
Paul Davis,687456,2007-08,,,,,
Alando Tucker,931920,2007-08,,,,,
Derek Anderson,1219590,2007-08,,,,,
Yakhouba Diawara,687456,2007-08,,,,,
Billy Thomas,510529,2007-08,,,,,
Cedric Simmons,1629120,2007-08,,,,,
Nenad Krstic,1889760,2007-08,,,,,
Gerald Green,1440960,2007-08,,,,,
Ronnie Price,1100000,2007-08,,,,,
Wally Szczerbiak,12775000,2007-08,,,,,
Quinton Ross,826046,2007-08,,,,,
Aaron Gray,427163,2007-08,,,,,
Dirk Nowitzki,16360094,2007-08,,,,,
Billy Thomas,264897,2007-08,,,,,
Darius Songaila,3942000,2007-08,,,,,
Grant Hill,1830000,2007-08,,,,,
Maurice Ager,974400,2007-08,,,,,
Lindsey Hunter,2250000,2007-08,,,,,
Oleksiy Pecherov,1345800,2007-08,,,,,
Rashad McCants,1769160,2007-08,,,,,
Tyronn Lue,3500000,2007-08,,,,,
Shareef Abdur-Rahim,5800000,2007-08,,,,,
Matt Barnes,3000000,2007-08,,,,,
Chris Paul,3615960,2007-08,,,,,
Matt Carroll,5450000,2007-08,,,,,
Awvee Storey,711517,2007-08,,,,,
Kevin Durant,4171200,2007-08,,,,,
Smush Parker,2250000,2007-08,,,,,
Metta World Peace,7400000,2007-08,,,,,
Francisco Elson,3000000,2007-08,,,,,
Rasho Nesterovic,7840000,2007-08,,,,,
Tyson Chandler,10250000,2007-08,,,,,
Darius Miles,8250000,2007-08,,,,,
Jerome James,5800000,2007-08,,,,,
Al Harrington,8425625,2007-08,,,,,
Stephen Graham,770610,2007-08,,,,,
Raymond Felton,3274440,2007-08,,,,,
David Lee,990600,2007-08,,,,,
Leandro Barbosa,5600000,2007-08,,,,,
Tony Allen,1868141,2007-08,,,,,
Royal Ivey,826046,2007-08,,,,,
Kurt Thomas,8091188,2007-08,,,,,
Ime Udoka,1000000,2007-08,,,,,
Guillermo Diaz,56065,2007-08,,,,,
Daequan Cook,1184400,2007-08,,,,,
Keyon Dooling,3596000,2007-08,,,,,
Andres Nocioni,8500000,2007-08,,,,,
Josh Boone,1133040,2007-08,,,,,
Earl Watson,5800000,2007-08,,,,,
Casey Jacobsen,826269,2007-08,,,,,
John Salmons,4752000,2007-08,,,,,
Marcin Gortat,427163,2007-08,,,,,
Jamal Crawford,7920000,2007-08,,,,,
Anfernee Hardaway,320142,2007-08,,,,,
Kelenna Azubuike,687456,2007-08,,,,,
Zaza Pachulia,4000000,2007-08,,,,,
Damon Jones,4172432,2007-08,,,,,
Hakim Warrick,1376040,2007-08,,,,,
Mile Ilic,864000,2007-08,,,,,
Jason Collins,6100000,2007-08,,,,,
Bobby Jackson,5670000,2007-08,,,,,
D.J. Strawberry,427163,2007-08,,,,,
Luther Head,1122000,2007-08,,,,,
Eduardo Najera,4952380,2007-08,,,,,
Steve Blake,4250000,2007-08,,,,,
Ike Diogu,2286360,2007-08,,,,,
Alexander Johnson,687456,2007-08,,,,,
Eddie Griffin,2900000,2007-08,,,,,
Scot Pollard,1219590,2007-08,,,,,
Jared Dudley,1137000,2007-08,,,,,
Steve Nash,11375000,2007-08,,,,,
Jason Kapono,5356000,2007-08,,,,,
David Wesley,250000,2007-08,,,,,
Arvydas Macijauskas,500000,2007-08,,,,,
Marquis Daniels,6373900,2007-08,,,,,
Devin Brown,1200000,2007-08,,,,,
Mark Blount,7901040,2007-08,,,,,
Gordan Giricek,4000000,2007-08,,,,,
Steve Francis,15070000,2007-08,,,,,
Austin Croshere,1219590,2007-08,,,,,
Morris Peterson,5356000,2007-08,,,,,
Demetris Nichols,427163,2007-08,,,,,
Viktor Khryapa,1928598,2007-08,,,,,
Kris Humphries,2522913,2007-08,,,,,
Stephane Lasme,48056,2007-08,,,,,
Fabricio Oberto,3600000,2007-08,,,,,
Nick Young,1491240,2007-08,,,,,
Nazr Mohammed,5632200,2007-08,,,,,
James Augustine,687456,2007-08,,,,,
Hedo Turkoglu,6373900,2007-08,,,,,
Ryan Hollins,687456,2007-08,,,,,
Sam Cassell,6150000,2007-08,,,,,
Mike Miller,8376194,2007-08,,,,,
Aaron Williams,1890000,2007-08,,,,,
Joel Anthony,427163,2007-08,,,,,
Al Jefferson,2480885,2007-08,,,,,
Michael Finley,18593750,2007-08,,,,,
Kirk Hinrich,11250000,2007-08,,,,,
Dwyane Wade,13041250,2007-08,,,,,
Steve Francis,2430000,2007-08,,,,,
Quentin Richardson,8105500,2007-08,,,,,
Shaquille O'Neal,20000000,2007-08,,,,,
Lorenzen Wright,3250000,2007-08,,,,,
Keith Van Horn,4300000,2007-08,,,,,
Ben Wallace,15500000,2007-08,,,,,
Donyell Marshall,6016965,2007-08,,,,,
Elton Brand,15344000,2007-08,,,,,
Vassilis Spanoulis,1800000,2006-07,,,,,
Josh Childress,2863920,2006-07,,,,,
Jeremy Richardson,55365,2006-07,,,,,
Emeka Okafor,4300560,2006-07,,,,,
Luke Jackson,2091480,2006-07,,,,,
Erick Dampier,9628000,2006-07,,,,,
DeShawn Stevenson,932015,2006-07,,,,,
Baron Davis,15070000,2006-07,,,,,
Shawne Williams,1367760,2006-07,,,,,
Deron Williams,3749040,2006-07,,,,,
Josh Howard,1667603,2006-07,,,,,
Pops Mensah-Bonsu,412718,2006-07,,,,,
Primoz Brezec,2750000,2006-07,,,,,
Desmond Mason,8037037,2006-07,,,,,
Bruce Bowen,3750000,2006-07,,,,,
Brian Grant,14848080,2006-07,,,,,
Dan Dickau,2753218,2006-07,,,,,
Ndudi Ebi,90000,2006-07,,,,,
David Noel,412718,2006-07,,,,,
Lynn Greer,664209,2006-07,,,,,
Andre Owens,676800,2006-07,,,,,
Malik Allen,1803600,2006-07,,,,,
Damir Markota,412718,2006-07,,,,,
Luke Jackson,40501,2006-07,,,,,
Steve Novak,600000,2006-07,,,,,
Jamaal Magloire,8433334,2006-07,,,,,
LeBron James,5828090,2006-07,,,,,
David West,2051938,2006-07,,,,,
Josh Powell,744551,2006-07,,,,,
Tony Parker,9450000,2006-07,,,,,
Mo Williams,1920000,2006-07,,,,,
Beno Udrih,967920,2006-07,,,,,
Brian Grant,1938870,2006-07,,,,,
Luke Ridnour,2425878,2006-07,,,,,
Zach Randolph,12000000,2006-07,,,,,
Jameer Nelson,1272120,2006-07,,,,,
Stephon Marbury,17184375,2006-07,,,,,
Raja Bell,4500000,2006-07,,,,,
Justin Williams,261724,2006-07,,,,,
Robert Swift,1887600,2006-07,,,,,
Ha Seung-Jin,744551,2006-07,,,,,
Rudy Gay,2242290,2006-07,,,,,
Andrew Bogut,4665960,2006-07,,,,,
Craig Smith,412718,2006-07,,,,,
Ryan Gomes,664209,2006-07,,,,,
Tony Battie,5746000,2006-07,,,,,
Marcus Williams,1097880,2006-07,,,,,
Juan Dixon,2550000,2006-07,,,,,
Matt Freije,145961,2006-07,,,,,
Alonzo Mourning,4225433,2006-07,,,,,
Alonzo Mourning,2500000,2006-07,,,,,
Etan Thomas,5883600,2006-07,,,,,
Maurice Evans,1620000,2006-07,,,,,
Chris Mihm,4214241,2006-07,,,,,
Chris Kaman,3491768,2006-07,,,,,
James Posey,6392100,2006-07,,,,,
Mike Dunleavy,7438016,2006-07,,,,,
Yao Ming,12455000,2006-07,,,,,
Chris Taft,664209,2006-07,,,,,
Jarrett Jack,1137960,2006-07,,,,,
Johan Petro,1006800,2006-07,,,,,
Ricky Davis,6364400,2006-07,,,,,
Pau Gasol,12364000,2006-07,,,,,
Bo Outlaw,1178348,2006-07,,,,,
Tracy McGrady,16901500,2006-07,,,,,
Antawn Jamison,15101625,2006-07,,,,,
Mardy Collins,899880,2006-07,,,,,
Kobe Bryant,17718750,2006-07,,,,,
Keith Bogans,2510000,2006-07,,,,,
Brandon Bass,664209,2006-07,,,,,
Mike Bibby,12500000,2006-07,,,,,
Melvin Ely,3303813,2006-07,,,,,
Dahntay Jones,1886113,2006-07,,,,,
Darko Milicic,5218622,2006-07,,,,,
Caron Butler,7438000,2006-07,,,,,
Chris Bosh,4235220,2006-07,,,,,
Peter John Ramos,384776,2006-07,,,,,
Channing Frye,2325000,2006-07,,,,,
Dale Davis,3500000,2006-07,,,,,
Rasheed Wallace,11650000,2006-07,,,,,
Kenyon Martin,12068182,2006-07,,,,,
James Jones,2650000,2006-07,,,,,
Steven Hunter,3024000,2006-07,,,,,
Dorell Wright,1325160,2006-07,,,,,
Sebastian Telfair,1793160,2006-07,,,,,
Theo Ratliff,11666666,2006-07,,,,,
Alan Anderson,102131,2006-07,,,,,
Jared Reiner,396905,2006-07,,,,,
Doug Christie,158071,2006-07,,,,,
Jared Jeffries,5215000,2006-07,,,,,
J.J. Redick,1860720,2006-07,,,,,
Matt Bonner,2000000,2006-07,,,,,
Mouhamed Sene,1958640,2006-07,,,,,
Nate Robinson,1185480,2006-07,,,,,
Mikki Moore,1071225,2006-07,,,,,
Joe Johnson,12744189,2006-07,,,,,
Darrell Armstrong,1178348,2006-07,,,,,
Will Blalock,412718,2006-07,,,,,
Peja Stojakovic,10800000,2006-07,,,,,
Luke Schenscher,55000,2006-07,,,,,
Thabo Sefolosha,1679280,2006-07,,,,,
Daniel Ewing,664209,2006-07,,,,,
Junior Harrington,390556,2006-07,,,,,
Kendrick Perkins,1689409,2006-07,,,,,
Sean May,1740720,2006-07,,,,,
Damon Stoudamire,4050000,2006-07,,,,,
Jorge Garbajosa,3750000,2006-07,,,,,
Dwayne Jones,664209,2006-07,,,,,
Marcus Vinicius,412718,2006-07,,,,,
Maurice Taylor,7500000,2006-07,,,,,
John Lucas III,700000,2006-07,,,,,
Lou Amundson,105696,2006-07,,,,,
Calvin Booth,6629891,2006-07,,,,,
Matt Harpring,6500000,2006-07,,,,,
Jalen Rose,14601500,2006-07,,,,,
DeSagana Diop,1998000,2006-07,,,,,
Stanislav Medvedenko,625132,2006-07,,,,,
Andre Barrett,744551,2006-07,,,,,
Ivan McFarlin,412718,2006-07,,,,,
LaMarcus Aldridge,4027320,2006-07,,,,,
Jose Calderon,2333334,2006-07,,,,,
J.J. Barea,412718,2006-07,,,,,
Brandon Roy,2681880,2006-07,,,,,
Rawle Marshall,664209,2006-07,,,,,
Ben Gordon,3862080,2006-07,,,,,
Carmelo Anthony,4694041,2006-07,,,,,
Maurice Taylor,1065918,2006-07,,,,,
Hilton Armstrong,1767600,2006-07,,,,,
Lou Amundson,75000,2006-07,,,,,
Eric Piatkowski,1178348,2006-07,,,,,
C.J. Miles,664209,2006-07,,,,,
Calvin Booth,998967,2006-07,,,,,
Sergio Rodriguez,912000,2006-07,,,,,
Vladimir Radmanovic,5215000,2006-07,,,,,
Jermaine O'Neal,18084000,2006-07,,,,,
Jalen Rose,1540000,2006-07,,,,,
Larry Hughes,13363012,2006-07,,,,,
Kareem Rush,19466,2006-07,,,,,
Marvin Williams,4174800,2006-07,,,,,
Solomon Jones,675000,2006-07,,,,,
Shelden Williams,2952840,2006-07,,,,,
Will Conroy,20279,2006-07,,,,,
Brent Barry,5117880,2006-07,,,,,
J.R. Smith,1387560,2006-07,,,,,
Jerry Stackhouse,9296874,2006-07,,,,,
Joel Przybilla,5215000,2006-07,,,,,
Travis Outlaw,1836426,2006-07,,,,,
Roger Mason,744551,2006-07,,,,,
Antoine Walker,7606820,2006-07,,,,,
Ersan Ilyasova,664209,2006-07,,,,,
Wayne Simien,932760,2006-07,,,,,
Lou Amundson,35232,2006-07,,,,,
Uros Slokar,412718,2006-07,,,,,
Kevin Ollie,3196050,2006-07,,,,,
Quincy Douby,1240920,2006-07,,,,,
Mark Madsen,2210000,2006-07,,,,,
Zarko Cabarkapa,2157097,2006-07,,,,,
Anthony Roberson,267111,2006-07,,,,,
Sean Marks,932015,2006-07,,,,,
Earl Barron,744551,2006-07,,,,,
Chuck Hayes,664209,2006-07,,,,,
Marc Jackson,4875000,2006-07,,,,,
Danny Granger,1417800,2006-07,,,,,
Mickael Gelabale,802000,2006-07,,,,,
Gerald Wallace,5525000,2006-07,,,,,
Roger Powell,412718,2006-07,,,,,
Will Conroy,15099,2006-07,,,,,
Rodney Carney,1439760,2006-07,,,,,
Boniface N'Dong,839209,2006-07,,,,,
Rasual Butler,3000000,2006-07,,,,,
Walter Herrmann,1800000,2006-07,,,,,
Brian Scalabrine,2793103,2006-07,,,,,
Ronald Murray,1750000,2006-07,,,,,
Adonal Foyle,8125000,2006-07,,,,,
Greg Buckner,3240741,2006-07,,,,,
Sasha Pavlovic,1962206,2006-07,,,,,
Shaun Livingston,3481920,2006-07,,,,,
Chris Duhon,3024000,2006-07,,,,,
Boris Diaw,1870501,2006-07,,,,,
Mario Kasun,919551,2006-07,,,,,
Eric Snow,6093750,2006-07,,,,,
Rashard Lewis,9350649,2006-07,,,,,
Speedy Claxton,6854546,2006-07,,,,,
Daniel Gibson,412718,2006-07,,,,,
Marcus Camby,8800000,2006-07,,,,,
Andreas Glyniadakis,161061,2006-07,,,,,
DerMarr Johnson,865063,2006-07,,,,,
Stromile Swift,5400000,2006-07,,,,,
Adrian Griffin,1475000,2006-07,,,,,
Earl Boykins,2950000,2006-07,,,,,
Alvin Williams,4483516,2006-07,,,,,
David Harrison,960840,2006-07,,,,,
Greg Buckner,1941333,2006-07,,,,,
Kenny Thomas,7187500,2006-07,,,,,
Tarence Kinsey,412718,2006-07,,,,,
Salim Stoudamire,729000,2006-07,,,,,
Jason Kidd,18084000,2006-07,,,,,
Willie Green,2800000,2006-07,,,,,
Ryan Bowen,998967,2006-07,,,,,
Renaldo Major,20133,2006-07,,,,,
T.J. Ford,2929467,2006-07,,,,,
Samuel Dalembert,9464307,2006-07,,,,,
Andris Biedrins,1986960,2006-07,,,,,
Dijon Thompson,89101,2006-07,,,,,
Luol Deng,2614440,2006-07,,,,,
Jason Maxiell,973440,2006-07,,,,,
Andray Blatche,664209,2006-07,,,,,
Alvin Williams,103992,2006-07,,,,,
Allan Ray,412718,2006-07,,,,,
Anthony Parker,4150000,2006-07,,,,,
John Edwards,1080000,2006-07,,,,,
Von Wafer,24300,2006-07,,,,,
Udonis Haslem,5525000,2006-07,,,,,
Ronny Turiaf,664209,2006-07,,,,,
Antoine Wright,1570920,2006-07,,,,,
Eric Williams,4296000,2006-07,,,,,
Bobby Jones,412718,2006-07,,,,,
Kevin Burleson,70000,2006-07,,,,,
Ira Newble,3196050,2006-07,,,,,
Tayshaun Prince,7851240,2006-07,,,,,
Mickael Pietrus,2535260,2006-07,,,,,
Shane Battier,5393300,2006-07,,,,,
James Lang,771331,2006-07,,,,,
Aaron McKie,5570874,2006-07,,,,,
Manu Ginobili,8254375,2006-07,,,,,
Francisco Garcia,1092600,2006-07,,,,,
Michael Doleac,2880000,2006-07,,,,,
Jordan Farmar,939120,2006-07,,,,,
Brad Miller,9625000,2006-07,,,,,
Bostjan Nachbar,2500000,2006-07,,,,,
Mike Wilks,798112,2006-07,,,,,
Robert Horry,3315000,2006-07,,,,,
Travis Diener,664209,2006-07,,,,,
Clifford Robinson,1600000,2006-07,,,,,
Joe Smith,6807000,2006-07,,,,,
Pavel Podkolzin,600000,2006-07,,,,,
Jeff McInnis,3600000,2006-07,,,,,
Marcus Banks,3672414,2006-07,,,,,
Rafael Araujo,2395200,2006-07,,,,,
Shandon Anderson,7244726,2006-07,,,,,
Aaron McKie,2500000,2006-07,,,,,
Troy Murphy,8285714,2006-07,,,,,
Cuttino Mobley,8125000,2006-07,,,,,
Carlos Delfino,1037280,2006-07,,,,,
Kwame Brown,8287500,2006-07,,,,,
Paul Millsap,625000,2006-07,,,,,
Corliss Williamson,6500000,2006-07,,,,,
Kevin Garnett,21000000,2006-07,,,,,
Loren Woods,300000,2006-07,,,,,
Chris Wilcox,6250000,2006-07,,,,,
Alan Henderson,1178348,2006-07,,,,,
Cedric Bozeman,412718,2006-07,,,,,
Linton Johnson,771331,2006-07,,,,,
Drew Gooden,6645402,2006-07,,,,,
Antonio Daniels,5400000,2006-07,,,,,
Chris Webber,17600000,2006-07,,,,,
Shawn Bradley,4800000,2006-07,,,,,
Delonte West,1080480,2006-07,,,,,
Kirk Snyder,1537440,2006-07,,,,,
Tariq Abdul-Wahad,1968750,2006-07,,,,,
Kevin Martin,1002840,2006-07,,,,,
Jamal Sampson,771331,2006-07,,,,,
Ray Allen,14611570,2006-07,,,,,
Hassan Adams,412718,2006-07,,,,,
Chris Webber,661024,2006-07,,,,,
Othella Harrington,2200000,2006-07,,,,,
Anderson Varejao,945600,2006-07,,,,,
Brendan Haywood,4500000,2006-07,,,,,
Howard Eisley,162660,2006-07,,,,,
Bonzi Wells,2115000,2006-07,,,,,
Marko Jaric,5525000,2006-07,,,,,
Jannero Pargo,1000000,2006-07,,,,,
Reggie Evans,4000000,2006-07,,,,,
Maceo Baston,744551,2006-07,,,,,
Joey Graham,1492440,2006-07,,,,,
P.J. Brown,8560000,2006-07,,,,,
Dwight Howard,4806720,2006-07,,,,,
Dee Brown,412718,2006-07,,,,,
Mike James,5215000,2006-07,,,,,
Jarron Collins,2625698,2006-07,,,,,
Rafer Alston,4200000,2006-07,,,,,
Amar'e Stoudemire,12455000,2006-07,,,,,
Stephen Jackson,6120000,2006-07,,,,,
Tim Thomas,5215000,2006-07,,,,,
Bobby Simmons,8640000,2006-07,,,,,
Tim Duncan,17429672,2006-07,,,,,
Lamar Odom,12348596,2006-07,,,,,
Carlos Arroyo,4100000,2006-07,,,,,
Troy Hudson,5603000,2006-07,,,,,
Michael Ruffin,1803600,2006-07,,,,,
Paul Pierce,15101625,2006-07,,,,,
Carlos Boozer,11260483,2006-07,,,,,
Richard Jefferson,11200000,2006-07,,,,,
Zeljko Rebraca,3240000,2006-07,,,,,
Mehmet Okur,8250000,2006-07,,,,,
Charlie Villanueva,2537880,2006-07,,,,,
Robert Hite,412718,2006-07,,,,,
Pat Garrity,3525000,2006-07,,,,,
Jackie Butler,2200000,2006-07,,,,,
Donell Taylor,664209,2006-07,,,,,
Brian Skinner,5400000,2006-07,,,,,
Bernard Robinson,1000000,2006-07,,,,,
Chris Quinn,412718,2006-07,,,,,
Bracey Wright,664209,2006-07,,,,,
Ruben Patterson,6807000,2006-07,,,,,
Allen Iverson,17184375,2006-07,,,,,
Richard Hamilton,9187500,2006-07,,,,,
Jason Hart,1680000,2006-07,,,,,
Malik Rose,7525397,2006-07,,,,,
Ronnie Brewer,1595400,2006-07,,,,,
Jake Tsakalidis,2900000,2006-07,,,,,
Anthony Johnson,2640000,2006-07,,,,,
Andre Miller,8733333,2006-07,,,,,
Dajuan Wagner,771331,2006-07,,,,,
Devean George,1974259,2006-07,,,,,
Andrea Bargnani,4501200,2006-07,,,,,
Jason Richardson,9999999,2006-07,,,,,
Andrew Bynum,2030280,2006-07,,,,,
Shawn Marion,15070000,2006-07,,,,,
Corey Maggette,7000000,2006-07,,,,,
Sasha Vujacic,973920,2006-07,,,,,
Jamaal Tinsley,5850000,2006-07,,,,,
Jason Hart,242640,2006-07,,,,,
Derek Fisher,5883600,2006-07,,,,,
Andrei Kirilenko,12364000,2006-07,,,,,
Martell Webster,2780160,2006-07,,,,,
Devin Harris,3153120,2006-07,,,,,
Rajon Rondo,1143600,2006-07,,,,,
Kyle Lowry,1011720,2006-07,,,,,
Justin Reed,1300000,2006-07,,,,,
Nick Collison,2501070,2006-07,,,,,
Michael Olowokandi,1103225,2006-07,,,,,
Andre Brown,241591,2006-07,,,,,
Josh Smith,1460640,2006-07,,,,,
Ronald Dupree,771331,2006-07,,,,,
Jason Williams,8250000,2006-07,,,,,
James White,412718,2006-07,,,,,
Derek Anderson,9742500,2006-07,,,,,
Jeff Foster,5500000,2006-07,,,,,
Dikembe Mutombo,2210000,2006-07,,,,,
Vince Carter,15101625,2006-07,,,,,
Juwan Howard,6392100,2006-07,,,,,
Chris McCray,161061,2006-07,,,,,
Raef LaFrentz,11532037,2006-07,,,,,
Eddie Jones,14863778,2006-07,,,,,
Eddie Jones,531694,2006-07,,,,,
Bob Sura,3840000,2006-07,,,,,
Tyrus Thomas,3260760,2006-07,,,,,
Randy Foye,2448240,2006-07,,,,,
Jacque Vaughn,1071225,2006-07,,,,,
Lou Williams,664209,2006-07,,,,,
Jumaine Jones,998967,2006-07,,,,,
Adam Morrison,3616680,2006-07,,,,,
Brevin Knight,4400000,2006-07,,,,,
Gilbert Arenas,11096800,2006-07,,,,,
Nene,8000000,2006-07,,,,,
Vitaly Potapenko,3674584,2006-07,,,,,
James White,405435,2006-07,,,,,
Derek Anderson,901397,2006-07,,,,,
Jarvis Hayes,2564127,2006-07,,,,,
Zydrunas Ilgauskas,9442697,2006-07,,,,,
Shavlik Randolph,1000000,2006-07,,,,,
Charlie Bell,744551,2006-07,,,,,
Brian Cook,1817141,2006-07,,,,,
Darrick Martin,1178348,2006-07,,,,,
Jerome Williams,7014400,2006-07,,,,,
Jake Voskuhl,2000000,2006-07,,,,,
Patrick O'Bryant,2061720,2006-07,,,,,
Sarunas Jasikevicius,4000000,2006-07,,,,,
Eddie House,1400000,2006-07,,,,,
Esteban Batista,664209,2006-07,,,,,
Leon Powe,432000,2006-07,,,,,
Paul Davis,412718,2006-07,,,,,
Derek Anderson,400000,2006-07,,,,,
Yakhouba Diawara,412718,2006-07,,,,,
Cedric Simmons,1515480,2006-07,,,,,
Nenad Krstic,1080480,2006-07,,,,,
Gerald Green,1347000,2006-07,,,,,
Ronnie Price,664209,2006-07,,,,,
Sergei Monia,100000,2006-07,,,,,
Wally Szczerbiak,11775000,2006-07,,,,,
Quinton Ross,771331,2006-07,,,,,
Dirk Nowitzki,15101625,2006-07,,,,,
Martynas Andriuskevicius,664209,2006-07,,,,,
Darius Songaila,3650000,2006-07,,,,,
Grant Hill,16901500,2006-07,,,,,
Maurice Ager,906480,2006-07,,,,,
Lindsey Hunter,2250000,2006-07,,,,,
Orien Greene,664209,2006-07,,,,,
Gary Payton,1178348,2006-07,,,,,
Zoran Planinic,150000,2006-07,,,,,
Rashad McCants,1653720,2006-07,,,,,
Tyronn Lue,3500000,2006-07,,,,,
Shareef Abdur-Rahim,5400000,2006-07,,,,,
Matt Barnes,771331,2006-07,,,,,
Chris Paul,3380160,2006-07,,,,,
